asset_id	citation_or_source	year	evidence_tier	provenance_status	project_path	original_path	sha256	bytes	asset_type	scientific_role	allowed_to_seed_rt07_definition	notes
mestre_supp_original_headers	Mestre et al. 2020 supplementary table - original published headers	2020	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/mestre_2020/Mestre_supplementary_material.csv	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/mestre_2020/Mestre_supplementary_material.csv	536c5d0ca537fcfde969b90385d52dee4fdb424b8940593a7710c466df1ff322	305547	csv_supplementary_table	Published comparator: the closest-to-published form of the Mestre supplementary table.	NO	DISCOVERED BY THIS SWEEP. Retains the published header footnote markers ('Nodea,RT/Cladea,Retron (sub)b,...'), so this is the least-derived of the three Mestre CSVs. The other two are sanitised derivatives of the same table.
myrt_rvt_ref_hmm	Sharifi F, Ye Y. myRT reference package (RVT-ref.hmm). Nucleic Acids Res 50(5):e29	2022	TIER2	PROVENANCE_IDENTIFIED_NOT_IN_MANIFEST	references/rt0_rt7/myrt/RVT-ref.hmm	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/RVT-ref.hmm	e421250c87826f40fbfcbab864c9150d426dbb6a590fd4b4094a7552627acc5e	108894	hmm_profile	Published comparator: myRT reference RT profile.	NO	AMBIGUOUS PROVENANCE: this file is NOT listed in the refpkg's own CONTENTS.json manifest, so it carries no published checksum to verify against. Comparator only. ALL discovered local copies of this file are BYTE-IDENTICAL to one another, so the manifest disagreement predates every local copy and is not a local-copy defect.
myrt_suppl_toro_tree	Toro et al., supplementary tree distributed alongside the myRT reference material	unknown	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/myrt/Suppl_Toro_Tree.txt	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/Suppl_Toro_Tree.txt	ea0ee646d9dacc33eada8603a412578c9bab2753a362d49c7a0894e70c89be31	726580	newick_reference_tree	Published comparator: supplementary RT tree.	NO	MISFILED in the existing layout: the filename attributes this to Toro, not myRT, but it sits under myrt/. Left in place rather than silently reorganised. Year not established from the file itself.
myrt_refpkg_contents	myRT-FastTree2.refpkg CONTENTS.json (package manifest, author 'fsharifi', create_date 2021-06-09)	2021	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/myrt/myRT-FastTree2.refpkg/CONTENTS.json	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/CONTENTS.json	4c1774bf436f2d93af08222494c63575b67d8ba87bbe7a1da44948686dab7b94	772	json_manifest	Provenance manifest for the myRT reference package; the checksum authority for it.	NO	The manifest covers only 4 of the 7 refpkg payload files. 3 of those 4 FAIL their recorded md5 (see refpkg asset notes).
myrt_refpkg_mapping	myRT-FastTree2.refpkg Mapping	2021	TIER2	PROVENANCE_IDENTIFIED_NOT_IN_MANIFEST	references/rt0_rt7/myrt/myRT-FastTree2.refpkg/Mapping	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/Mapping	a979d877bf45f8d7d807f8b43d118b97a1f6eb492ad247ca5d664b5512b1591a	77693	mapping_table	Published comparator: myRT reference sequence/taxon mapping table.	NO	Not covered by the refpkg manifest; no published checksum available. ALL discovered local copies of this file are BYTE-IDENTICAL to one another, so the manifest disagreement predates every local copy and is not a local-copy defect.
myrt_refpkg_phylomodel	myRT-FastTree2.refpkg phylo_modeldyadg_ia.json	2021	TIER2	PROVENANCE_VERIFIED_AGAINST_MANIFEST	references/rt0_rt7/myrt/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/phylo_modeldyadg_ia.json	eec62cfe8d90607f34c4912d67ff554d92417f74784d8daf3dcddd8f63f9a0f2	16821	json_phylo_model	Published comparator: the phylogenetic model shipped with the myRT reference tree.	NO	The ONLY refpkg file whose md5 MATCHES the manifest.
myrt_rvt_ref_fst	myRT-FastTree2.refpkg RVT-ref.fst (reference alignment, FASTA)	2021	TIER2	PROVENANCE_IDENTIFIED_CHECKSUM_UNVERIFIED	references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.fst	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.fst	63fb6594a4f4a25acbdef93471a15ce64279f28fba12082077495c23a41e5ebb	1937739	alignment_fasta	Published comparator: myRT reference RT ALIGNMENT. A candidate comparator alignment for block-occupancy testing.	NO	DISCOVERED BY THIS SWEEP. md5 MISMATCH vs the refpkg manifest (manifest 925131942f89283b0df7d6340e2ee1e5, actual 97ea389857c52b5367a59d48896244a8); not explained by CRLF/LF or trailing-newline normalisation. Treat as myRT-derived but NOT manifest-verified. ALL discovered local copies of this file are BYTE-IDENTICAL to one another, so the manifest disagreement predates every local copy and is not a local-copy defect.
myrt_rvt_ref_sto	myRT-FastTree2.refpkg RVT-ref.sto (reference alignment, Stockholm)	2021	TIER2	PROVENANCE_IDENTIFIED_NOT_IN_MANIFEST	references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.sto	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.sto	74aa2acb8a93b7bf7af6c1359fe53798325b3ad326e15dbb0b7ac80c8367662b	1904580	alignment_stockholm	Published comparator: myRT reference RT alignment in Stockholm form.	NO	DISCOVERED BY THIS SWEEP. Not covered by the refpkg manifest at all; no published checksum available. ALL discovered local copies of this file are BYTE-IDENTICAL to one another, so the manifest disagreement predates every local copy and is not a local-copy defect.
myrt_rvt_ref_tre	myRT-FastTree2.refpkg RVT-ref.tre (reference tree)	2021	TIER2	PROVENANCE_IDENTIFIED_CHECKSUM_UNVERIFIED	references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.tre	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.tre	265fbf255b927fd5902b76f032bc88b98d7ccdcd5f68537be4b2f7b5705e055f	58661	newick_reference_tree	Published comparator: myRT reference RT tree.	NO	DISCOVERED BY THIS SWEEP. md5 MISMATCH vs the refpkg manifest (manifest 63da9234e67d02e8bfbd365c64d70afb, actual d40ebda92b198ca3d326f2f16e805d74). Treat as myRT-derived but NOT manifest-verified. ALL discovered local copies of this file are BYTE-IDENTICAL to one another, so the manifest disagreement predates every local copy and is not a local-copy defect.
myrt_rvt_ref_log	myRT-FastTree2.refpkg RVT-ref.log (FastTree run log / tree_stats)	2021	TIER2	PROVENANCE_IDENTIFIED_CHECKSUM_UNVERIFIED	references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.log	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/myRT-FastTree2.refpkg/RVT-ref.log	609f47502f773adee2c296c3dac0872b1b4152ed1a67acd02d3e45a33ce3c786	1785307	run_log	Generation evidence: records the FastTreeMP invocation that produced the myRT reference tree.	NO	DISCOVERED BY THIS SWEEP. md5 MISMATCH vs the refpkg manifest (manifest 8a6284d3f90a71ffac3e6ca2ef952462, actual 9fad8b74c381f1c819c980df0f5a3b28). First line records 'Command: /home/fsharifi/Apps/FastTreeMP -log June8-phy.log ...', consistent with the manifest author string 'fsharifi'. ALL discovered local copies of this file are BYTE-IDENTICAL to one another, so the manifest disagreement predates every local copy and is not a local-copy defect.
myrt_buildrvt_sh	myRT Models/HMM/buildRVT.sh (model build script shipped with the myRT distribution)	unknown	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/myrt/buildRVT.sh	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/myrt/buildRVT.sh	2436e8cf4c71588375f65de397a261bcc0c151ffdaae9d3d2eed7ef9b192341b	2597	build_script	Generation evidence: documents, in the authors' own words, how the myRT RVT_1 class models were built.	NO	DISCOVERED BY THIS SWEEP, from a myRT source checkout at /home/borg/RETRONS_january_2026/the-retron-project/src/myRT. Comment-only script (steps are commented out); documents the intended build procedure, it is not a runnable pipeline as shipped.
toro2026_epang_newick	Toro N. Landscape of retron diversity across the SPIRE prokaryotic metagenome resource. bioRxiv 2026.05.14.725207 (EPA-ng reference phylogeny)	2026	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/toro_2026/retron_reference_phylogeny_EPAng.newick	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/toro_2026/retron_reference_phylogeny_EPAng.newick	118cccf7a58dd5a028ab5abec08be3839096d67e0c5afab88bb20442a211dbf6	202242	newick_reference_tree	Published comparator: the reference phylogeny Toro 2026 places candidates against.	NO	PREPRINT, not peer reviewed. Comparator only.
toro2026_type_hmms_tgz	Toro 2026, SPIRE retron type-specific HMMs (Zenodo archive)	2026	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/toro_2026/SPIRE_retron_type_specific_HMMs.tar.gz	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/toro_2026/SPIRE_retron_type_specific_HMMs.tar.gz	046d42d538b26a87ac4d62bf09c97c39046ae6c64abddff340f00e25d5d8d4d3	1057761	tar_gz_archive_of_hmms	Published comparator: per-type retron HMMs plus their calibration thresholds.	NO	Archive listed non-destructively: 32 entries = 1 directory + 30 .hmm + calibration_thresholds.tsv (876 B). Listing kept at _provenance/archive_listing_spire_hmms.txt. NOT extracted into the project. PREPRINT source.
toro2026_typexi_contree	Toro 2026, type XI local tree (IQ-TREE .contree)	2026	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/toro_2026/typeXI_local_tree.contree	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_v7/references/rt0_rt7/toro_2026/typeXI_local_tree.contree	adc5845f759a77dda2942d8435bd286227d8e2390678e914464e4e5efb6b8b61	23127	newick_consensus_tree	Published comparator: local consensus tree for the candidate type XI-like lineages.	NO	PREPRINT, not peer reviewed. Comparator only.
toro2026_pipeline_scripts_zip	Toro 2026, SPIRE retron mining pipeline scripts	2026	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/toro_2026/SPIRE_retron_pipeline_scripts.zip	/home/borg/RESEARCH-in-sleep-FINAL_RETRON_PROJECT_WORK/MELISSA_DATA/Toro_2026/SPIRE_retron_pipeline_scripts (1).zip	3d4a99b21b818ec52c46e0228e85ff15e5944357406d09cf583b6745aa3fb177	21183	zip_archive_of_scripts	Generation evidence: documents how the Toro 2026 reference classification was produced.	NO	DISCOVERED BY THIS SWEEP. Listed non-destructively: 12 entries (8 scripts, README.md, requirements.txt, LICENSE.txt). Listing kept at _provenance/archive_listing_spire_scripts.txt. NOT extracted. Renamed on copy from 'SPIRE_retron_pipeline_scripts (1).zip' to drop the ' (1)' download suffix; content byte-identical (sha256 recorded).
zimmerly2001_align_000044	Zimmerly S, Hausner G, Wu X 2001, group II intron ORF amino-acid alignment submitted to EMBL, accession ALIGN_000044	2001	TIER1_MISSING_EXTERNAL	MISSING_NOT_ACQUIRED	NOT_ACQUIRED	NOT_ACQUIRED	NOT_ACQUIRED	0	alignment_external_accession	HIGH VALUE. The primary-source alignment underlying the only Tier-1 paper that numbers RT subdomains. Would let the historical frame be read off the authors' own alignment columns instead of inferred from the printed figures.	YES	Cited verbatim on the paper's front page as 'DDBJ/EMBL/GenBank accession no. ALIGN_000044' and in the body as 'the alignment has been submitted to the EMBL database (accession number ALIGN_000044)'. NOT present anywhere under /home/borg and NOT downloaded during reference assembly, per the operator instruction in force at that time. STATUS CHANGE 2026-09-15: governed acquisition is now APPROVED by docs/decisions/2026-09-15_stage2_operator_decisions.md section A, to be performed during rt07_g1_history_and_definition and IDEALLY BEFORE rt07_g2_reference_reconstruction. This row stays MISSING_NOT_ACQUIRED until an acquisition row exists in results/rt07_g1_history_and_definition/; acquired bytes land in data/derived/rt07_external_assets/ and are NEVER written into references/rt0_rt7/. If the accession is unavailable, inaccessible or ambiguous, MISSING_PRIMARY_ASSET is landed and no substitute is invented. ALIGN_* is a legacy EMBL alignment accession space.
myrt_rvt_all_hmm_external	Sharifi F, Ye Y. myRT: the myRT distribution's combined RT model set (RVT-All.hmm). Nucleic Acids Res 50(5):e29	2022	TIER2	PROVENANCE_IDENTIFIED_EXTERNAL_COPY_NOT_RETAINED	NOT_COPIED_EXTERNAL	/home/borg/RETRONS_january_2026/the-retron-project/src/myRT/Models/HMM/RVT-All.hmm	74556bd21fd92b947af2759878c3433361b442f2499a62492166a5416971e25e	3892396	hmm_profile_set	Published comparator AND the provenance basis for one correction: this is the file on which the myRT model count was measured. Comparator / provenance evidence only.	NO	REGISTERED 2026-09-15 to close a provenance gap: launcher section 5b and docs/decisions/2026-09-15_stage2_prior_dossier_audit.md section F correct the prior dossier's myRT counts (roughly 2,051 seeds over 47 families) using a measurement taken on THIS file, which was not previously a register row. MEASURED 2026-09-15 on the path recorded here: 45 models (grep -c '^NAME') and 1,988 summed NSEQ (awk over '^NSEQ'), matching the myRT publication's own statement of 45 HMM models for 41 RT classes built from 1,988 RVT_1 sequences. NO PUBLISHED CHECKSUM EXISTS for this file and none is invented: the myRT refpkg CONTENTS.json manifest does not list it. Identity is therefore source-path plus observed sha256 only. NOT COPIED into references/rt0_rt7/ (3.9 MB, and the project convention is to leave large canonical data in place); it lives outside this project and outside its read-only guarantee, so any later use re-verifies the sha256 recorded here. NOT part of the content-based discovery sweep, so it has no SOURCE_AUDIT row. TIER2: comparator only, and MUST NOT seed the reconstructed RT0-RT7 frame - it carries the myRT convention.
buffington2025_supp_T1_retron_catalogue	Buffington J et al. Discovery and engineering of retrons for precise genome editing. Nature Biotechnology (2025), doi:10.1038/s41587-025-02879-3 - Supplementary Table 1	2025	TIER2	PROVENANCE_PUBLISHED_SOURCE	references/rt0_rt7/buffington_2025/Discovery_and_engineering_of_retrons_supp.csv	/home/borg/Discovery_and_engineering_of_retrons_supp.csv	d68366970378c05b5af9b00be886d76224a196a29b77171303f9353457cf4e62	87392	csv_supplementary_table	Published catalogue of bioinformatically identified / high-confidence retron systems, with RT protein sequences and putative native msr-msd sequences. The primary source behind uncertainties U1 and U2 of T-A23c, which carry 42 of the 56 cross-pair curation rows and were UNRESOLVABLE because the article is paywalled.	NO	ACQUIRED 2026-09-20, byte-identity verified against the untouched source by sha256. 105 data rows, 8 columns, all populated. ID key is 'I.D.' (NRT-n), unique 105/105; 'Accession Number' is NOT unique (97 distinct, 7 duplicated, one 3x) and 'Retron I.D.' has one duplicate (Retron-Kra1 x2). PRESENCE IN THIS TABLE IS NOT EXPERIMENTAL VALIDATION - it carries no screening or activity column, and experimental status must be joined separately from experimentally reported source data. NOT merged into any project population; see T-X1-buffington-reconciliation. Full identity record: references/rt0_rt7/buffington_2025/PROVENANCE.md
